"FileName","LOC","FanIn","FanOut","DistinctIssueCount","TargetChangeCount","TargetChurn","ChangeCount","ChangeChurn","numClique","numCrossing","isCenter","numModularityViolation","numPackageCycle","numUnhealthyInheritance","numUnstableInterface","isUnstableInterface"
"server/SearchProcessor.java","27","1","2","0","0","0","0","0","1","0","false","0","0","1","0","false"
"server/CommandProcessor.java","29","5","4","0","0","0","0","0","1","0","false","0","0","1","0","false"
"server/KWICServer.java","52","1","2","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/Input.java","6","3","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/Main.java","87","0","11","0","0","0","0","0","0","0","false","0","0","1","0","false"
"server/TxtIn.java","31","1","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/IndexProcessor.java","54","1","3","0","0","0","0","0","1","0","false","0","0","1","0","false"
"server/LineStorage.java","18","7","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/Alphabetizer.java","5","3","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/AscendingAlphabetizer.java","12","0","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/KWICObjectLoader.java","26","1","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/CommandValidator.java","15","1","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"client/TxtOut.java","23","1","1","0","0","0","0","0","0","0","false","0","0","1","0","false"
"client/ConsoleOut.java","12","0","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"client/KWICClient.java","32","1","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"client/Output.java","5","3","0","0","0","0","0","0","0","0","false","0","0","1","0","false"
"server/OptionReader.java","36","3","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/CsvIn.java","28","1","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/DescendingAlphabetizer.java","12","0","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/KWICProcessor.java","50","1","4","0","0","0","0","0","1","0","false","0","0","1","0","false"
"client/SocketConnection.java","84","2","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"server/ClientHandler.java","39","1","3","0","0","0","0","0","0","0","false","0","0","0","0","false"
